Bleu-score || Original Commit Message || Generated Commit Message
27.646 || modify the config || add a todo to the documentation
27.646 || modify the checkpoint end order || add a todo to the message
27.646 || modify the test failure || fix test to use assert name
27.646 || fix the sleep time || fix bug to be close <num>
27.646 || modify the cat dependency topology || add comment to the log message
27.646 || modify the cross show problem || add project name to the project
27.646 || refine cat log for model service || add a todo to the model
27.646 || add channel buyer queue size || fix bug by http channel <num>
27.646 || fix the rulechain usage || add a todo to the case
27.646 || add xpath pane || add a bit more convenience method
27.646 || add better tests for aggregation || add repository repository to repository repository
27.646 || adding debug for <num> || remove unused code <num> <num> <num>
27.646 || expanded the ranges overlap test || add test for pubdev <num> to
27.646 || update csm for annotation formatting change || add test for the test case
27.646 || fix the last deprecation warning || add a test for the <num>
27.646 || fixing generic propagations for fields || add test for new type type
27.646 || fix a possible race condition || add a todo to the build
27.646 || add sync back after <num> || remove unused code <num> <num> <num>
